Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
01.2.1;Café, té, yerba y cacao;Clase;202005;366,1197;1,1;52,5;Pampeana
01.2.1;Café, té, yerba y cacao;Clase;202005;376,1979;-1,4;61;Noreste
01.2.1;Café, té, yerba y cacao;Clase;202005;348,9176;1,9;51,7;Noroeste
01.2.1;Café, té, yerba y cacao;Clase;202005;346,1701;0,1;44,9;Cuyo
01.2.1;Café, té, yerba y cacao;Clase;202005;362,7315;2,9;50,7;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202005;322,7252;-0,1;49,8;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202005;303,7397;-2,3;36,6;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202005;307,3148;0,9;42,2;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202005;326,563;1;48,1;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202005;334,2759;0,9;50,7;Patagonia
04.1.1;Alquiler de la vivienda;Clase;202005;225,1174;1,1;25,8;Pampeana
04.1.1;Alquiler de la vivienda;Clase;202005;252,6924;1,6;27,7;Noreste
04.1.1;Alquiler de la vivienda;Clase;202005;228,8138;1,2;27,6;Noroeste
04.1.1;Alquiler de la vivienda;Clase;202005;230,9855;1,2;26,6;Cuyo
04.1.1;Alquiler de la vivienda;Clase;202005;230,822;0,6;22,3;Patagonia
06.4.1;Gastos de prepagas;Clase;202005;296,2407;-1,3;40,8;Pampeana
06.4.1;Gastos de prepagas;Clase;202005;297,0269;2,6;40,5;Noreste
06.4.1;Gastos de prepagas;Clase;202005;296,0202;1,2;41,9;Noroeste
06.4.1;Gastos de prepagas;Clase;202005;302,0485;0;39,9;Cuyo
06.4.1;Gastos de prepagas;Clase;202005;328,2307;-0,3;43,3;Patagonia
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202005;299,6477;-0,1;24,7;Pampeana
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202005;314,0188;0,4;29;Noreste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202005;300,9148;0,2;25,1;Noroeste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202005;300,76;0,3;28,1;Cuyo
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202005;354,0289;0;30,5;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;202005;311,0922;1,5;42,1;GBA
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202005;330,0889;0,3;48,7;GBA
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202005;265,3951;0;46,5;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202005;286,9266;10,1;54,8;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202005;313,5388;0,3;18,9;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202005;309,6676;2,9;48,3;GBA
06;Salud;Nivel general y divisiones COICOP;202005;328,2396;0,8;45,5;GBA
07;Transporte;Nivel general y divisiones COICOP;202005;305,5751;0,2;31,3;GBA
08;Comunicación;Nivel general y divisiones COICOP;202005;368,3501;0,5;49,3;GBA
09;Recreación y cultura;Nivel general y divisiones COICOP;202005;300,6242;3,2;52,9;GBA
10;Educación;Nivel general y divisiones COICOP;202005;319,0977;-2;42,3;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202005;284,5204;1,5;41,3;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202005;307,3484;2,4;45,7;GBA
01.1;Alimentos;Grupos;202005;334,1011;0,5;50;GBA
01.2;Bebidas no alcohólicas;Grupos;202005;303,8145;-1,2;39,9;GBA
02.1;Bebidas alcohólicas;Grupos;202005;226,5098;-0,1;31,2;GBA
02.2;Tabaco;Grupos;202005;295,2175;0;57,2;GBA
03.1;Prendas de vestir y materiales;Grupos;202005;286,2286;10,1;54;GBA
03.2;Calzado;Grupos;202005;288,9825;10,2;57,2;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202005;254,3977;-0,1;29,7;GBA
04.3;Mantenimiento y reparación de la vivienda;Grupos;202005;319,1993;5;49,9;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;202005;468,2834;-0,7;2;GBA
05.6;Bienes y servicios para la conservación del hogar;Grupos;202005;298,0877;2;41,1;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202005;384,8329;0,1;49,7;GBA
07.1;Adquisición de vehículos;Grupos;202005;380,8315;-0,7;60,5;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;202005;299,6254;0,6;29,2;GBA
07.3;Transporte público;Grupos;202005;266,6246;0,6;15,5;GBA
08.3;Servicios de telefonía e internet;Grupos;202005;367,168;0;48,7;GBA
09.1;Equipos audiovisuales, fotográficos y de procesamiento de la información;Grupos;202005;354,0471;17,8;81,7;GBA
09.4;Servicios recreativos y culturales;Grupos;202005;268,5843;-2,8;34;GBA
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202005;298,0705;-0,1;47,9;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;202005;NA;NA;NA;GBA
12.1;Cuidado personal;Grupos;202005;318,4816;2,4;49;GBA
01.1.1;Pan y cereales;Clase;202005;326,9938;0,3;42;GBA
01.1.2;Carnes y derivados;Clase;202005;317,985;-0,5;46,8;GBA
01.1.4;Leche, productos lácteos y huevos;Clase;202005;350,3643;0,8;35;GBA
01.1.5;Aceites, grasas y manteca;Clase;202005;330,0907;0,5;37,3;GBA
01.1.6;Frutas;Clase;202005;322,1375;-1,1;80,5;GBA
01.1.7;Verduras, tubérculos y legumbres;Clase;202005;377,0881;4,6;94;GBA
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202005;336,84;-0,4;59,3;GBA
01.2.1;Café, té, yerba y cacao;Clase;202005;344,8709;0,1;43,7;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202005;292,3015;-1,7;38,7;GBA
04.1.1;Alquiler de la vivienda;Clase;202005;239,6559;-0,2;27,4;GBA
06.4.1;Gastos de prepagas;Clase;202005;298,2894;0;42,5;GBA
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202005;291,9668;0;24,4;GBA
0;Nivel general;Nivel general y divisiones COICOP;202006;324,5236;2,5;43,9;Pampeana
0;Nivel general;Nivel general y divisiones COICOP;202006;329,8942;2,3;46,6;Noreste
0;Nivel general;Nivel general y divisiones COICOP;202006;329,6326;2,2;43,7;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;202006;329,9792;2,3;44,4;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;202006;319,4097;1,9;41,1;Patagonia
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202006;333,7159;0,8;48,3;Pampeana
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202006;341,7851;1,6;49,9;Noreste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202006;340,6639;1,1;49,5;Noroeste
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202006;344,7573;1,2;48,1;Cuyo
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202006;317,4475;1,1;43,4;Patagonia
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202006;269,2848;3,7;45,9;Pampeana
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202006;274,4584;5,9;47,8;Noreste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202006;272,4196;4;48,3;Noroeste
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202006;274,029;3,8;48,3;Cuyo
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202006;278,4546;3,8;49,9;Patagonia
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202006;298,1304;8,3;58,4;Pampeana
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202006;272,0242;3;55,3;Noreste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202006;289,3668;8,4;61;Noroeste
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202006;280,3205;10,1;60,5;Cuyo
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202006;270,2815;6,5;50,2;Patagonia
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202006;326,2482;1,2;17,6;Pampeana
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202006;347,0378;1,1;19,2;Noreste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202006;377,1813;0,7;6,8;Noroeste
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202006;356,0926;0,7;21,2;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202006;344,6003;1,9;18,7;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202006;324,8038;3,6;50,4;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202006;332,9963;7,5;59,4;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202006;319,8763;4,1;50,8;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202006;318,0897;2,3;47,7;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202006;325,656;2,3;46,9;Patagonia
06;Salud;Nivel general y divisiones COICOP;202006;360,7843;3,1;50,3;Pampeana
06;Salud;Nivel general y divisiones COICOP;202006;370,9011;2,4;52,2;Noreste
06;Salud;Nivel general y divisiones COICOP;202006;362,5112;3,3;51,5;Noroeste
06;Salud;Nivel general y divisiones COICOP;202006;363,7999;1,6;46,1;Cuyo
06;Salud;Nivel general y divisiones COICOP;202006;362,0806;1,8;50,3;Patagonia
07;Transporte;Nivel general y divisiones COICOP;202006;346,1212;2,2;42,6;Pampeana
07;Transporte;Nivel general y divisiones COICOP;202006;349,3072;0,5;41,9;Noreste
07;Transporte;Nivel general y divisiones COICOP;202006;320,9605;0,4;34,5;Noroeste
07;Transporte;Nivel general y divisiones COICOP;202006;344,0613;1,7;39,4;Cuyo
07;Transporte;Nivel general y divisiones COICOP;202006;364,4475;2;43,9;Patagonia
08;Comunicación;Nivel general y divisiones COICOP;202006;367,5344;0,6;34,9;Pampeana
08;Comunicación;Nivel general y divisiones COICOP;202006;352,0328;0,9;36,4;Noreste
08;Comunicación;Nivel general y divisiones COICOP;202006;384,2913;-0,7;38,3;Noroeste
08;Comunicación;Nivel general y divisiones COICOP;202006;339,9134;0,6;34,1;Cuyo
08;Comunicación;Nivel general y divisiones COICOP;202006;329,6717;0,6;38,4;Patagonia
09;Recreación y cultura;Nivel general y divisiones COICOP;202006;306,7151;4,5;44,7;Pampeana
09;Recreación y cultura;Nivel general y divisiones COICOP;202006;326,5725;3,7;58,2;Noreste
09;Recreación y cultura;Nivel general y divisiones COICOP;202006;319,7724;1,4;47,9;Noroeste
09;Recreación y cultura;Nivel general y divisiones COICOP;202006;326,9439;3,1;55;Cuyo
09;Recreación y cultura;Nivel general y divisiones COICOP;202006;313,4671;-0,8;44;Patagonia
10;Educación;Nivel general y divisiones COICOP;202006;277,7305;1,2;30,1;Pampeana
10;Educación;Nivel general y divisiones COICOP;202006;322,2967;0,1;36,7;Noreste
10;Educación;Nivel general y divisiones COICOP;202006;334,2588;4,2;36,8;Noroeste
10;Educación;Nivel general y divisiones COICOP;202006;285,6238;-0,2;32,1;Cuyo
10;Educación;Nivel general y divisiones COICOP;202006;268,0094;-1,5;27,7;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202006;297,2513;2,5;42,1;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202006;295,8995;2,3;43,8;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202006;307,2606;2,2;44,1;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202006;311,6034;2,3;46,5;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202006;281,5362;1,9;37,7;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202006;321,5265;1,2;44,6;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202006;337,296;2;50,1;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202006;321,5798;-0,7;48,5;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202006;326,4502;0,4;49,3;Cuyo
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202006;329,0769;1,3;42,4;Patagonia
01.1;Alimentos;Grupos;202006;333,4158;0,8;48,6;Pampeana
01.1;Alimentos;Grupos;202006;343,0316;1,5;50,7;Noreste
01.1;Alimentos;Grupos;202006;344,0332;1,1;50,6;Noroeste
01.1;Alimentos;Grupos;202006;346,1163;1,3;48,6;Cuyo
01.1;Alimentos;Grupos;202006;314,7528;1,2;43,3;Patagonia
01.2;Bebidas no alcohólicas;Grupos;202006;336,3602;0,4;45,7;Pampeana
01.2;Bebidas no alcohólicas;Grupos;202006;330,93;2,7;42,7;Noreste
01.2;Bebidas no alcohólicas;Grupos;202006;317,2304;1,2;41,1;Noroeste
01.2;Bebidas no alcohólicas;Grupos;202006;333,0194;0,6;43,4;Cuyo
01.2;Bebidas no alcohólicas;Grupos;202006;342,5598;0,3;44,3;Patagonia
02.1;Bebidas alcohólicas;Grupos;202006;231,9902;0,1;29,9;Pampeana
02.1;Bebidas alcohólicas;Grupos;202006;251,4231;6,1;38,4;Noreste
02.1;Bebidas alcohólicas;Grupos;202006;232,7988;1,4;33,3;Noroeste
02.1;Bebidas alcohólicas;Grupos;202006;228,49;0,7;31,3;Cuyo
02.1;Bebidas alcohólicas;Grupos;202006;239,2034;0,6;34,6;Patagonia
02.2;Tabaco;Grupos;202006;302,584;6,2;59,3;Pampeana
02.2;Tabaco;Grupos;202006;303,7594;5,6;59,2;Noreste
02.2;Tabaco;Grupos;202006;303,325;5,6;59;Noroeste
02.2;Tabaco;Grupos;202006;304,1927;5,4;58,5;Cuyo
02.2;Tabaco;Grupos;202006;304,5685;5,5;59,4;Patagonia
03.1;Prendas de vestir y materiales;Grupos;202006;294,7765;10,4;56,1;Pampeana
03.1;Prendas de vestir y materiales;Grupos;202006;281,8602;4,6;60,1;Noreste
03.1;Prendas de vestir y materiales;Grupos;202006;306,8317;10;65,1;Noroeste
03.1;Prendas de vestir y materiales;Grupos;202006;269,3153;10;60,1;Cuyo
03.1;Prendas de vestir y materiales;Grupos;202006;262,1709;7,9;48,4;Patagonia
03.2;Calzado;Grupos;202006;307,4919;3,1;65,1;Pampeana
03.2;Calzado;Grupos;202006;250,4259;-0,8;44,6;Noreste
03.2;Calzado;Grupos;202006;252,7568;4,4;51,3;Noroeste
03.2;Calzado;Grupos;202006;309,4096;10,2;61,4;Cuyo
03.2;Calzado;Grupos;202006;289,1015;3,5;54,2;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202006;232,8291;1,6;26,7;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202006;258,197;1,6;26,9;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202006;236,3448;2;27,6;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202006;235,3479;1,1;27,3;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;202006;235,902;1,7;23,2;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;202006;445,8845;-0,5;3,6;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;202006;408,6439;0;8,2;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;202006;485,3038;0,1;-1,5;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;202006;500,82;-0,6;8,7;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;202006;507,0523;1,3;9;Patagonia
05.6;Bienes y servicios para la conservación del hogar;Grupos;202006;301,7714;0,2;37,4;Pampeana
05.6;Bienes y servicios para la conservación del hogar;Grupos;202006;311,6324;2,2;45,5;Noreste
05.6;Bienes y servicios para la conservación del hogar;Grupos;202006;308,2591;0,5;41,3;Noroeste
05.6;Bienes y servicios para la conservación del hogar;Grupos;202006;302,3075;-0,1;37,7;Cuyo
05.6;Bienes y servicios para la conservación del hogar;Grupos;202006;301,324;0,6;37;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202006;409,1553;2,9;52,4;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202006;403,696;2,8;49,5;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202006;405,0776;2,3;50,2;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202006;402,0558;2;48,2;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;202006;423,3281;1,9;54,7;Patagonia
07.1;Adquisición de vehículos;Grupos;202006;433,7455;5,7;80,4;Pampeana
07.1;Adquisición de vehículos;Grupos;202006;403,6652;0,3;60,8;Noreste
07.1;Adquisición de vehículos;Grupos;202006;392,8867;0,1;66,1;Noroeste
07.1;Adquisición de vehículos;Grupos;202006;420,196;4,2;72,5;Cuyo
07.1;Adquisición de vehículos;Grupos;202006;417,5512;4;68,3;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;202006;307,8832;0,3;26,8;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;202006;317,8084;0,7;30,5;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;202006;309,5804;0,8;28,3;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;202006;311,2117;0,8;31,7;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;202006;356,8266;0,8;30,6;Patagonia
07.3;Transporte público;Grupos;202006;325,104;0,8;32,3;Pampeana
07.3;Transporte público;Grupos;202006;351,7713;0,2;42,8;Noreste
07.3;Transporte público;Grupos;202006;294,2919;0;25,1;Noroeste
07.3;Transporte público;Grupos;202006;344,866;0,5;21,6;Cuyo
07.3;Transporte público;Grupos;202006;276,4318;0,2;28,9;Patagonia
08.3;Servicios de telefonía e internet;Grupos;202006;364,6654;0,2;34;Pampeana
08.3;Servicios de telefonía e internet;Grupos;202006;333,2472;0;33,7;Noreste
08.3;Servicios de telefonía e internet;Grupos;202006;376,9037;-1,2;37,5;Noroeste
08.3;Servicios de telefonía e internet;Grupos;202006;331,3378;0;32,7;Cuyo
08.3;Servicios de telefonía e internet;Grupos;202006;322,0102;0;37,2;Patagonia
09.4;Servicios recreativos y culturales;Grupos;202006;278,024;0;17,7;Pampeana
09.4;Servicios recreativos y culturales;Grupos;202006;273,0834;-0,1;39,5;Noreste
09.4;Servicios recreativos y culturales;Grupos;202006;312,6904;-2,3;38,2;Noroeste
09.4;Servicios recreativos y culturales;Grupos;202006;295,2161;0,1;35,1;Cuyo
09.4;Servicios recreativos y culturales;Grupos;202006;280,076;-2,5;24,2;Patagonia
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202006;308,484;2,1;44,6;Pampeana
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202006;349,6998;-3;55;Noreste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202006;304,0079;0,7;43,2;Noroeste
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202006;362,7091;0,4;70,3;Cuyo
09.5;Periódicos, diarios, revistas, libros y artículos de papelería;Grupos;202006;313,0933;-3;47;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;202006;NA;NA;NA;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;202006;NA;NA;NA;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;202006;NA;NA;NA;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;202006;NA;NA;NA;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;202006;NA;NA;NA;Patagonia
12.1;Cuidado personal;Grupos;202006;334,2886;1,3;48;Pampeana
12.1;Cuidado personal;Grupos;202006;344,4358;2;52,1;Noreste
12.1;Cuidado personal;Grupos;202006;325,4937;-0,9;49,9;Noroeste
12.1;Cuidado personal;Grupos;202006;338,4931;0,9;51,1;Cuyo
12.1;Cuidado personal;Grupos;202006;337,1264;1,2;45,1;Patagonia
01.1.1;Pan y cereales;Clase;202006;337,0878;1,8;44,9;Pampeana
01.1.1;Pan y cereales;Clase;202006;338,8442;1;46,9;Noreste
01.1.1;Pan y cereales;Clase;202006;342,223;2,9;43,4;Noroeste
01.1.1;Pan y cereales;Clase;202006;348,0113;0,9;43,4;Cuyo
01.1.1;Pan y cereales;Clase;202006;331,2978;2,1;44,1;Patagonia
01.1.2;Carnes y derivados;Clase;202006;314,646;0,7;46,5;Pampeana
01.1.2;Carnes y derivados;Clase;202006;330,0621;0;48,6;Noreste
01.1.2;Carnes y derivados;Clase;202006;323,79;0,7;49,2;Noroeste
01.1.2;Carnes y derivados;Clase;202006;324,4504;0,7;44,4;Cuyo
01.1.2;Carnes y derivados;Clase;202006;289,1011;0,6;39,4;Patagonia
01.1.4;Leche, productos lácteos y huevos;Clase;202006;359,0198;0,1;32,3;Pampeana
01.1.4;Leche, productos lácteos y huevos;Clase;202006;368,8184;3,9;34,3;Noreste
01.1.4;Leche, productos lácteos y huevos;Clase;202006;385,4162;0,2;39,2;Noroeste
01.1.4;Leche, productos lácteos y huevos;Clase;202006;362,9181;-0,6;30,7;Cuyo
01.1.4;Leche, productos lácteos y huevos;Clase;202006;353,7344;-0,1;29,4;Patagonia
01.1.5;Aceites, grasas y manteca;Clase;202006;327,0296;1,2;39,6;Pampeana
01.1.5;Aceites, grasas y manteca;Clase;202006;370,9083;2,6;47,5;Noreste
01.1.5;Aceites, grasas y manteca;Clase;202006;377,8826;0,5;41,5;Noroeste
01.1.5;Aceites, grasas y manteca;Clase;202006;340,3662;-1;37;Cuyo
01.1.5;Aceites, grasas y manteca;Clase;202006;319,0445;-0,2;34,9;Patagonia
01.1.6;Frutas;Clase;202006;315,4883;-3,3;71,6;Pampeana
01.1.6;Frutas;Clase;202006;297,4761;2;75,1;Noreste
01.1.6;Frutas;Clase;202006;282,0361;-1,9;62,5;Noroeste
01.1.6;Frutas;Clase;202006;312,3364;-2,2;77,2;Cuyo
01.1.6;Frutas;Clase;202006;300,4705;-1,5;65;Patagonia
01.1.7;Verduras, tubérculos y legumbres;Clase;202006;355,0952;1,4;81,9;Pampeana
01.1.7;Verduras, tubérculos y legumbres;Clase;202006;366,2544;3,7;78,9;Noreste
01.1.7;Verduras, tubérculos y legumbres;Clase;202006;380,2201;1,3;78,9;Noroeste
01.1.7;Verduras, tubérculos y legumbres;Clase;202006;413,7927;8,2;97;Cuyo
01.1.7;Verduras, tubérculos y legumbres;Clase;202006;316,928;5,4;74;Patagonia
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;363,9111;1,6;59,2;Pampeana
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;387,0561;0,9;70,3;Noreste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;381,4649;1,8;68,5;Noroeste
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;359,523;0,6;61,5;Cuyo
01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;342,0415;1,2;55,4;Patagonia
01.2.1;Café, té, yerba y cacao;Clase;202006;371,1863;1,4;47,6;Pampeana
01.2.1;Café, té, yerba y cacao;Clase;202006;395,866;5,2;62,9;Noreste
01.2.1;Café, té, yerba y cacao;Clase;202006;360,4148;3,3;48,7;Noroeste
01.2.1;Café, té, yerba y cacao;Clase;202006;353,5315;2,1;41,8;Cuyo
01.2.1;Café, té, yerba y cacao;Clase;202006;363,4937;0,2;43,3;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;322,6618;0;44,9;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;308,6351;1,6;35,3;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;309,8645;0,8;39,7;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;327,0642;0,2;44;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;335,1815;0,3;44,7;Patagonia
04.1.1;Alquiler de la vivienda;Clase;202006;229,0748;1,8;26;Pampeana
04.1.1;Alquiler de la vivienda;Clase;202006;257,0111;1,7;26,3;Noreste
04.1.1;Alquiler de la vivienda;Clase;202006;233,7968;2,2;27,2;Noroeste
04.1.1;Alquiler de la vivienda;Clase;202006;233,6754;1,2;26,9;Cuyo
04.1.1;Alquiler de la vivienda;Clase;202006;234,7372;1,7;22,9;Patagonia
06.4.1;Gastos de prepagas;Clase;202006;296,2407;0;40,8;Pampeana
06.4.1;Gastos de prepagas;Clase;202006;297,0269;0;40,5;Noreste
06.4.1;Gastos de prepagas;Clase;202006;296,0202;0;39,5;Noroeste
06.4.1;Gastos de prepagas;Clase;202006;302,0485;0;39,4;Cuyo
06.4.1;Gastos de prepagas;Clase;202006;328,2307;0;42,3;Patagonia
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202006;300,1043;0,2;23,7;Pampeana
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202006;313,594;-0,1;27;Noreste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202006;300,6978;-0,1;23,5;Noroeste
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202006;299,4839;-0,4;25,8;Cuyo
07.2.2;Combustibles y lubricantes para vehículos de uso del hogar;Clase;202006;353,9886;0;27,6;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;202006;317,4661;2;41,3;GBA
01;Alimentos y bebidas no alcohólicas;Nivel general y divisiones COICOP;202006;333,9281;1,2;46,5;GBA
02;Bebidas alcohólicas y tabaco;Nivel general y divisiones COICOP;202006;275,0824;3,7;47,7;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;202006;301,8875;5,2;60,8;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;202006;315,6588;0,7;16,7;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;202006;323,5848;4,5;50;GBA
06;Salud;Nivel general y divisiones COICOP;202006;333,0725;1,5;43,7;GBA
07;Transporte;Nivel general y divisiones COICOP;202006;311,2991;1,9;31,2;GBA
08;Comunicación;Nivel general y divisiones COICOP;202006;369,712;0,4;38,8;GBA
09;Recreación y cultura;Nivel general y divisiones COICOP;202006;315,8605;5,1;55,7;GBA
10;Educación;Nivel general y divisiones COICOP;202006;317,4008;-0,5;38,6;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202006;290,3498;2;41,2;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;202006;305,9117;-0,5;42,9;GBA
01.1;Alimentos;Grupos;202006;337,9607;1,2;47,7;GBA
01.2;Bebidas no alcohólicas;Grupos;202006;307,5207;1,2;38,5;GBA
02.1;Bebidas alcohólicas;Grupos;202006;227,3959;0,4;29;GBA
02.2;Tabaco;Grupos;202006;311,6548;5,6;60,8;GBA
03.1;Prendas de vestir y materiales;Grupos;202006;300,5731;5;60,3;GBA
03.2;Calzado;Grupos;202006;305,7591;5,8;62,4;GBA
